idx,c,mean_error,std_dev_mean_error,rms_error,std_dev_rms_error,crashed
1.000000000000000000e+01,3.333333333333333148e-01,1.487643503408587163e-02,6.169893013376538020e-04,1.731187773908793998e-02,6.762300669539770799e-04,0.000000000000000000e+00
1.000000000000000000e+01,4.000000000000000222e-01,1.499688622607504851e-02,6.823977897761516554e-04,1.744933485492526637e-02,7.465187995732736363e-04,0.000000000000000000e+00
1.000000000000000000e+01,4.666666666666666741e-01,1.510224218798308059e-02,7.461300141206660217e-04,1.755551777082602419e-02,8.172784585735780403e-04,0.000000000000000000e+00
1.000000000000000000e+01,5.333333333333333259e-01,1.516957260247039051e-02,7.709560093200060801e-04,1.761963159392169673e-02,8.489888143566318894e-04,0.000000000000000000e+00
1.000000000000000000e+01,5.999999999999999778e-01,1.523238910794685354e-02,7.792060029726477965e-04,1.769011829238382322e-02,8.656249559185304806e-04,0.000000000000000000e+00
1.000000000000000000e+01,6.666666666666666297e-01,1.530055526814762777e-02,7.724912224702409468e-04,1.778362069818045094e-02,8.677407954927633324e-04,0.000000000000000000e+00
1.000000000000000000e+01,7.333333333333332815e-01,1.539454415923514029e-02,7.489856138351534687e-04,1.793076949990890512e-02,8.493046170753551678e-04,0.000000000000000000e+00
1.000000000000000000e+01,8.000000000000000444e-01,1.558882657576269801e-02,7.054544443697220073e-04,1.822798993402156842e-02,8.083357379069074306e-04,0.000000000000000000e+00
1.000000000000000000e+01,8.666666666666666963e-01,1.638616105383747246e-02,9.242399930078551819e-04,1.930155007199735318e-02,1.092206773020270704e-03,0.000000000000000000e+00
1.000000000000000000e+01,9.333333333333333481e-01,3.383043684507382881e-02,9.772939215444330363e-03,4.111817488008840532e-02,1.197010009493663235e-02,0.000000000000000000e+00
1.000000000000000000e+01,1.000000000000000000e+00,2.153472759998687280e+01,6.360910810260327963e+01,2.741494019105395452e+01,8.103073828041249271e+01,0.000000000000000000e+00
1.100000000000000000e+01,0.000000000000000000e+00,9.517859064686298026e-03,3.966732368019476812e-04,1.073122196039803453e-02,3.991744741670665833e-04,0.000000000000000000e+00
1.100000000000000000e+01,6.666666666666666574e-02,9.494752122710534842e-03,3.986107672733993097e-04,1.072311054005262512e-02,4.028243299975238045e-04,0.000000000000000000e+00
1.100000000000000000e+01,1.333333333333333315e-01,9.432551728513382389e-03,4.339332260945484186e-04,1.069232564808229521e-02,4.418022075427107558e-04,0.000000000000000000e+00
1.100000000000000000e+01,2.000000000000000111e-01,9.457385213023482978e-03,5.387864394205727110e-04,1.075239411454714800e-02,5.546631166225171432e-04,0.000000000000000000e+00
1.100000000000000000e+01,2.666666666666666630e-01,9.535717152235837629e-03,5.984239845918888677e-04,1.085307683078256397e-02,6.196222723586727356e-04,0.000000000000000000e+00
1.100000000000000000e+01,3.333333333333333148e-01,9.707546886481222687e-03,6.941733980691303617e-04,1.104018410939138981e-02,7.207927332650886695e-04,0.000000000000000000e+00
1.100000000000000000e+01,4.000000000000000222e-01,9.884252477662298225e-03,7.653674596023355521e-04,1.121913677076521836e-02,7.935914290396043659e-04,0.000000000000000000e+00
1.100000000000000000e+01,4.666666666666666741e-01,1.006748910493586273e-02,8.393928769910783934e-04,1.140118089559879686e-02,8.711981601350794616e-04,0.000000000000000000e+00
1.100000000000000000e+01,5.333333333333333259e-01,1.021945710969389236e-02,8.722363423737059668e-04,1.155030458308572636e-02,9.055334252787745767e-04,0.000000000000000000e+00
1.100000000000000000e+01,5.999999999999999778e-01,1.037639290736945899e-02,8.895433154346983444e-04,1.170942513442762081e-02,9.236144146764897712e-04,0.000000000000000000e+00
1.100000000000000000e+01,6.666666666666666297e-01,1.054752908155547758e-02,8.911188375479599027e-04,1.189178395670559274e-02,9.249931945020310568e-04,0.000000000000000000e+00
1.100000000000000000e+01,7.333333333333332815e-01,1.074879007364900121e-02,8.760012936912519319e-04,1.211968425300192533e-02,9.097098467012740622e-04,0.000000000000000000e+00
1.100000000000000000e+01,8.000000000000000444e-01,1.101642335616907775e-02,8.410067667239008856e-04,1.244175027877209190e-02,8.784541412255655055e-04,0.000000000000000000e+00
1.100000000000000000e+01,8.666666666666666963e-01,1.152646257233697069e-02,8.267574194591081936e-04,1.305422696465354492e-02,8.880704288544727940e-04,0.000000000000000000e+00
1.100000000000000000e+01,9.333333333333333481e-01,1.953391863225911393e-02,1.083514704401101689e-02,2.278409227285274272e-02,1.306418563071567139e-02,0.000000000000000000e+00
1.100000000000000000e+01,1.000000000000000000e+00,4.646562901038194804e-01,8.641626251990517371e-01,7.274336117626640785e-01,1.419703162265229412e+00,0.000000000000000000e+00
1.200000000000000000e+01,0.000000000000000000e+00,1.101030561257594284e-02,2.914444465727561743e-04,1.214636835412199502e-02,2.803314236743716104e-04,0.000000000000000000e+00
1.200000000000000000e+01,6.666666666666666574e-02,1.088378818484861052e-02,2.720088557123433930e-04,1.204035764742417830e-02,2.631912664399419627e-04,0.000000000000000000e+00
1.200000000000000000e+01,1.333333333333333315e-01,1.063187322167758082e-02,2.627753996405003570e-04,1.183878561891409456e-02,2.611690435670868476e-04,0.000000000000000000e+00
1.200000000000000000e+01,2.000000000000000111e-01,1.053340174899750417e-02,3.399492279283080980e-04,1.178940444479831089e-02,3.389356292908718058e-04,0.000000000000000000e+00
1.200000000000000000e+01,2.666666666666666630e-01,1.062893389492030466e-02,3.986592358174469966e-04,1.190307656780823127e-02,3.900776818924303374e-04,0.000000000000000000e+00
1.200000000000000000e+01,3.333333333333333148e-01,1.083505990959296450e-02,4.802997283194554217e-04,1.212381927633765510e-02,4.654448421886832918e-04,0.000000000000000000e+00
1.200000000000000000e+01,4.000000000000000222e-01,1.100961266048436533e-02,5.358370979010631781e-04,1.232077694301342632e-02,5.187000081205317848e-04,0.000000000000000000e+00
1.200000000000000000e+01,4.666666666666666741e-01,1.117019421687328630e-02,5.892528039281540436e-04,1.250469281509260233e-02,5.728164707819188460e-04,0.000000000000000000e+00
1.200000000000000000e+01,5.333333333333333259e-01,1.129305436506282748e-02,6.112466048464748484e-04,1.265067392860753925e-02,5.961886117016131819e-04,0.000000000000000000e+00
1.200000000000000000e+01,5.999999999999999778e-01,1.140239998739229002e-02,6.225171153351170567e-04,1.278201659653873876e-02,6.091406516989186651e-04,0.000000000000000000e+00
1.200000000000000000e+01,6.666666666666666297e-01,1.151186713571169390e-02,6.244512304235339201e-04,1.291687574515718029e-02,6.133084889825025096e-04,0.000000000000000000e+00
1.200000000000000000e+01,7.333333333333332815e-01,1.164639529341547457e-02,6.171863589179993077e-04,1.308868723742929660e-02,6.096178109242131023e-04,0.000000000000000000e+00
1.200000000000000000e+01,8.000000000000000444e-01,1.185893742282792193e-02,5.962561889391247401e-04,1.337269850308717492e-02,5.989762555890439403e-04,0.000000000000000000e+00
1.200000000000000000e+01,8.666666666666666963e-01,1.236144234796825864e-02,5.926519909642249864e-04,1.404200165606005191e-02,6.455119069775360234e-04,0.000000000000000000e+00
1.200000000000000000e+01,9.333333333333333481e-01,2.243797608450991132e-02,1.287419505902638421e-02,2.641784358011451880e-02,1.555964190871408220e-02,0.000000000000000000e+00
1.200000000000000000e+01,1.000000000000000000e+00,9.215369604616896471e-01,2.292801436027509965e+00,1.341658146118053896e+00,3.377802736897502989e+00,0.000000000000000000e+00
1.300000000000000000e+01,0.000000000000000000e+00,1.318880381846117625e-02,3.341011274159141962e-04,1.499765412164888803e-02,2.777180781955500104e-04,0.000000000000000000e+00
1.300000000000000000e+01,6.666666666666666574e-02,1.303454400296632024e-02,3.123381696937819248e-04,1.487519969647285722e-02,2.559098216308703473e-04,0.000000000000000000e+00
1.300000000000000000e+01,1.333333333333333315e-01,1.272615205984104804e-02,2.964533152896878742e-04,1.464471161103542661e-02,2.406504965285105493e-04,0.000000000000000000e+00
1.300000000000000000e+01,2.000000000000000111e-01,1.253771461755423880e-02,3.550939223774731302e-04,1.454194209092863309e-02,2.922789732577718287e-04,0.000000000000000000e+00
1.300000000000000000e+01,2.666666666666666630e-01,1.257178067001581134e-02,4.032326028492775553e-04,1.465366072338196955e-02,3.316655361448347223e-04,0.000000000000000000e+00
1.300000000000000000e+01,3.333333333333333148e-01,1.275714038653406879e-02,4.718351936989454852e-04,1.489730109764362057e-02,3.828346791112906137e-04,0.000000000000000000e+00
1.300000000000000000e+01,4.000000000000000222e-01,1.290791842023601178e-02,5.197527750072391097e-04,1.509646494962076438e-02,4.182048571145239235e-04,0.000000000000000000e+00
1.300000000000000000e+01,4.666666666666666741e-01,1.302760021552015410e-02,5.663366705230109960e-04,1.524757125799910962e-02,4.543667634025540009e-04,0.000000000000000000e+00
1.300000000000000000e+01,5.333333333333333259e-01,1.310328160067323125e-02,5.855568735961619786e-04,1.534571584453425785e-02,4.695090126356517551e-04,0.000000000000000000e+00
1.300000000000000000e+01,5.999999999999999778e-01,1.317059688774294482e-02,5.944820533892209054e-04,1.543720222979232636e-02,4.794576476878160054e-04,0.000000000000000000e+00
1.300000000000000000e+01,6.666666666666666297e-01,1.325375885327179960e-02,5.909022412760498409e-04,1.556567942410105529e-02,4.848662938557614767e-04,0.000000000000000000e+00
1.300000000000000000e+01,7.333333333333332815e-01,1.340063082952298000e-02,5.716685358127061639e-04,1.580540842084731529e-02,4.884065727547771312e-04,0.000000000000000000e+00
1.300000000000000000e+01,8.000000000000000444e-01,1.376945973476242577e-02,5.526073863156410332e-04,1.633298241393475736e-02,5.268333301187229280e-04,0.000000000000000000e+00
1.300000000000000000e+01,8.666666666666666963e-01,1.620690371660906196e-02,2.370626046951767370e-03,1.927032555934608121e-02,2.846082334112470975e-03,0.000000000000000000e+00
1.300000000000000000e+01,9.333333333333333481e-01,3.592131251626316801e-02,6.954727083882629966e-03,4.387394674711065506e-02,8.800431742740545335e-03,0.000000000000000000e+00
1.300000000000000000e+01,1.000000000000000000e+00,3.434580718507868613e-01,5.901350711172983488e-01,4.738888361653320058e-01,8.308900187176985197e-01,0.000000000000000000e+00
