idx,c,mean_error,std_dev_mean_error,rms_error,std_dev_rms_error,crashed
2.000000000000000000e+00,1.333333333333333315e-01,1.130536890597378177e-02,1.612324565933955563e-04,1.359144211495700097e-02,3.669848961870682898e-04,0.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000111e-01,1.114843646251420170e-02,1.473925572383214184e-04,1.341125769228863028e-02,3.963890973604027013e-04,0.000000000000000000e+00
2.000000000000000000e+00,2.666666666666666630e-01,1.116014432766066974e-02,1.447538801222420554e-04,1.333568601480753998e-02,4.010525536554408244e-04,0.000000000000000000e+00
2.000000000000000000e+00,3.333333333333333148e-01,1.130959563080149999e-02,1.515277397874796627e-04,1.341907963537495099e-02,4.322411967073714039e-04,0.000000000000000000e+00
2.000000000000000000e+00,4.000000000000000222e-01,1.147395541102701026e-02,1.644948016231739286e-04,1.353383448999674610e-02,4.557002949220049668e-04,0.000000000000000000e+00
2.000000000000000000e+00,4.666666666666666741e-01,1.161787183814629552e-02,1.817435892341208036e-04,1.365251098510468844e-02,4.871174593216889381e-04,0.000000000000000000e+00
2.000000000000000000e+00,5.333333333333333259e-01,1.173153431247988404e-02,1.933464225139911894e-04,1.374798964984731350e-02,5.002862142757131267e-04,0.000000000000000000e+00
2.000000000000000000e+00,5.999999999999999778e-01,1.182655482376692921e-02,2.024562973780564255e-04,1.384044298910715176e-02,5.103100343259491314e-04,0.000000000000000000e+00
2.000000000000000000e+00,6.666666666666666297e-01,1.190795624405615108e-02,2.080457197628359932e-04,1.393292299195122118e-02,5.160997834877257672e-04,0.000000000000000000e+00
2.000000000000000000e+00,7.333333333333332815e-01,1.198640686058627391e-02,2.106019913389409887e-04,1.403661836405161421e-02,5.177205835173574223e-04,0.000000000000000000e+00
2.000000000000000000e+00,8.000000000000000444e-01,1.208508493104446836e-02,2.128448334649752965e-04,1.417897202691877079e-02,5.166314072010574129e-04,0.000000000000000000e+00
2.000000000000000000e+00,8.666666666666666963e-01,1.226659707409060232e-02,2.287769678143908097e-04,1.443731691430016548e-02,5.248737137745186849e-04,0.000000000000000000e+00
2.000000000000000000e+00,9.333333333333333481e-01,1.549555829945261677e-02,5.329922685824203810e-03,1.890118138590143534e-02,6.995650400315125625e-03,0.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,1.486010209553546346e+00,3.003597254024500174e+00,1.855331718847097022e+00,3.726529064968526761e+00,0.000000000000000000e+00
3.000000000000000000e+00,0.000000000000000000e+00,1.241434314174073503e-02,2.698751941356840778e-04,1.525003562412418148e-02,2.265192539460429905e-04,0.000000000000000000e+00
3.000000000000000000e+00,6.666666666666666574e-02,1.221020250683392018e-02,2.344102595352800947e-04,1.508839543961463733e-02,1.949646524621398706e-04,0.000000000000000000e+00
3.000000000000000000e+00,1.333333333333333315e-01,1.181839959458499609e-02,1.679038868652843442e-04,1.479126970224508078e-02,1.365119102617446637e-04,0.000000000000000000e+00
3.000000000000000000e+00,2.000000000000000111e-01,1.144272176676754474e-02,1.031066589719830718e-04,1.452023520618705987e-02,8.190723413287910040e-05,0.000000000000000000e+00
3.000000000000000000e+00,2.666666666666666630e-01,1.125747891077017067e-02,9.215558369409173223e-05,1.439766445924504402e-02,7.443996416750207348e-05,0.000000000000000000e+00
3.000000000000000000e+00,3.333333333333333148e-01,1.124669358734344850e-02,1.111945964925523388e-04,1.440301396429624105e-02,8.760341677559174830e-05,0.000000000000000000e+00
3.000000000000000000e+00,4.000000000000000222e-01,1.132503943132302793e-02,1.436602845367559360e-04,1.448116728160064870e-02,1.115856391629161531e-04,0.000000000000000000e+00
3.000000000000000000e+00,4.666666666666666741e-01,1.144298839969227696e-02,1.824957677151532699e-04,1.461050431844945763e-02,1.404420325222149098e-04,0.000000000000000000e+00
3.000000000000000000e+00,5.333333333333333259e-01,1.156948662614163369e-02,2.149478053243457571e-04,1.477067823498518298e-02,1.657924571085244542e-04,0.000000000000000000e+00
3.000000000000000000e+00,5.999999999999999778e-01,1.170735419236915154e-02,2.432480541915783888e-04,1.496976541271575686e-02,1.900749454024040232e-04,0.000000000000000000e+00
3.000000000000000000e+00,6.666666666666666297e-01,1.187770820834402330e-02,2.669473584504850235e-04,1.524251031554232395e-02,2.135861295353397955e-04,0.000000000000000000e+00
3.000000000000000000e+00,7.333333333333332815e-01,1.213053867425939111e-02,2.912968873915531133e-04,1.566751314403239115e-02,2.464202721898003370e-04,0.000000000000000000e+00
3.000000000000000000e+00,8.000000000000000444e-01,1.254722693829424772e-02,3.378030084367611278e-04,1.632559623775540689e-02,3.048601776214920640e-04,0.000000000000000000e+00
3.000000000000000000e+00,8.666666666666666963e-01,1.346598517418326826e-02,7.646061231965772115e-04,1.744598446427569546e-02,7.073767315437585242e-04,0.000000000000000000e+00
3.000000000000000000e+00,9.333333333333333481e-01,2.075628090298027237e-02,7.134442786684173053e-03,2.625453679679930555e-02,8.480563425136497177e-03,0.000000000000000000e+00
3.000000000000000000e+00,1.000000000000000000e+00,3.483143948200776996e-01,5.632255884387028511e-01,5.172298135960704535e-01,7.956517089552173072e-01,0.000000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00,5.801716111018294375e-02,8.986356879991470783e-04,7.179129784529794667e-02,1.142629943635706941e-03,0.000000000000000000e+00
4.000000000000000000e+00,6.666666666666666574e-02,5.760593461604670423e-02,8.500639589870386198e-04,7.124058966161972428e-02,1.083647380421871387e-03,0.000000000000000000e+00
4.000000000000000000e+00,1.333333333333333315e-01,5.694695813213147828e-02,7.481008681751341290e-04,7.027069419285433827e-02,9.422125935288769771e-04,0.000000000000000000e+00
4.000000000000000000e+00,2.000000000000000111e-01,5.615870023327376032e-02,6.797569613935664293e-04,6.911278116963157081e-02,8.160526216461338198e-04,0.000000000000000000e+00
4.000000000000000000e+00,2.666666666666666630e-01,5.539768716745945010e-02,6.576799738980998499e-04,6.803444722547061230e-02,7.510075208997832015e-04,0.000000000000000000e+00
4.000000000000000000e+00,3.333333333333333148e-01,5.492325974225268498e-02,7.396821343893109557e-04,6.738474990666440401e-02,7.965757604142858963e-04,0.000000000000000000e+00
4.000000000000000000e+00,4.000000000000000222e-01,5.495916633223106584e-02,8.039434229012487393e-04,6.736944513110268429e-02,8.576606006962142308e-04,0.000000000000000000e+00
4.000000000000000000e+00,4.666666666666666741e-01,5.529116248928638011e-02,8.955457359870775758e-04,6.776082985243783718e-02,9.728821001625867753e-04,0.000000000000000000e+00
4.000000000000000000e+00,5.333333333333333259e-01,5.559871351003786710e-02,1.029111958955445738e-03,6.823428888733655551e-02,1.138821452712897265e-03,0.000000000000000000e+00
4.000000000000000000e+00,5.999999999999999778e-01,5.568863827604703109e-02,1.222981018655424365e-03,6.854602175112711748e-02,1.373003477940832337e-03,0.000000000000000000e+00
4.000000000000000000e+00,6.666666666666666297e-01,5.529237257065672262e-02,1.435510985302379267e-03,6.831212978667486335e-02,1.689267008532623765e-03,0.000000000000000000e+00
4.000000000000000000e+00,7.333333333333332815e-01,5.575247678623644620e-02,1.876570796991683734e-03,6.911857728002229750e-02,2.248868268341906208e-03,0.000000000000000000e+00
4.000000000000000000e+00,8.000000000000000444e-01,5.912794505449758820e-02,2.614750726317328650e-03,7.408657801659754294e-02,3.081212296841161734e-03,0.000000000000000000e+00
4.000000000000000000e+00,8.666666666666666963e-01,6.391300674535797810e-02,4.176359362606016541e-03,8.102257173470452101e-02,5.856385257377152986e-03,0.000000000000000000e+00
4.000000000000000000e+00,9.333333333333333481e-01,9.979668474610833839e-02,7.763297130226599896e-02,1.875004259204612611e-01,2.776576232813838807e-01,0.000000000000000000e+00
4.000000000000000000e+00,1.000000000000000000e+00,1.882768031183653656e-01,2.686517008511191129e-01,2.598370831851876117e-01,3.984969340183975306e-01,0.000000000000000000e+00
5.000000000000000000e+00,0.000000000000000000e+00,1.588234632564412482e-02,5.212839851575185946e-04,1.801455007268934136e-02,5.338403437621289495e-04,0.000000000000000000e+00
5.000000000000000000e+00,6.666666666666666574e-02,1.579729410598174760e-02,4.943556966803925538e-04,1.794689133799714023e-02,5.088424027487534196e-04,0.000000000000000000e+00
5.000000000000000000e+00,1.333333333333333315e-01,1.550964594542235397e-02,4.638277462561695872e-04,1.770421254716664228e-02,4.888869219805495317e-04,0.000000000000000000e+00
5.000000000000000000e+00,2.000000000000000111e-01,1.515436176337983318e-02,4.661716496673371586e-04,1.741612277000245332e-02,5.154096526835333977e-04,0.000000000000000000e+00
5.000000000000000000e+00,2.666666666666666630e-01,1.487559123081438547e-02,4.418391834380863041e-04,1.717757341845261437e-02,5.022053590950102718e-04,0.000000000000000000e+00
5.000000000000000000e+00,3.333333333333333148e-01,1.481042250807541524e-02,4.668156342633690754e-04,1.712092839176312248e-02,5.334378455083307706e-04,0.000000000000000000e+00
5.000000000000000000e+00,4.000000000000000222e-01,1.483390746300022878e-02,4.791378169262467323e-04,1.713849874781235225e-02,5.457028423641964226e-04,0.000000000000000000e+00
5.000000000000000000e+00,4.666666666666666741e-01,1.490444092312767990e-02,5.014689606785800117e-04,1.720354522256924840e-02,5.712560599703970501e-04,0.000000000000000000e+00
5.000000000000000000e+00,5.333333333333333259e-01,1.498221123759399878e-02,5.054562735393457358e-04,1.727192538278186917e-02,5.751958070626859119e-04,0.000000000000000000e+00
5.000000000000000000e+00,5.999999999999999778e-01,1.507218291398374800e-02,5.073406218788774997e-04,1.735440902778775246e-02,5.768436890337747588e-04,0.000000000000000000e+00
5.000000000000000000e+00,6.666666666666666297e-01,1.516840503983594643e-02,5.067921829619587842e-04,1.744577179309494963e-02,5.763062165073559425e-04,0.000000000000000000e+00
5.000000000000000000e+00,7.333333333333332815e-01,1.527439160169897191e-02,5.045531614993141716e-04,1.754933170182345833e-02,5.744984200713762305e-04,0.000000000000000000e+00
5.000000000000000000e+00,8.000000000000000444e-01,1.540513687373168926e-02,5.030999393131656760e-04,1.768220403163018456e-02,5.742941628877060774e-04,0.000000000000000000e+00
5.000000000000000000e+00,8.666666666666666963e-01,1.563639175876523416e-02,5.330008324438557628e-04,1.793440132397373585e-02,6.116714960846990823e-04,0.000000000000000000e+00
5.000000000000000000e+00,9.333333333333333481e-01,2.146486743394642599e-02,8.478076361726143151e-03,2.525866264144071074e-02,1.057603918479221861e-02,0.000000000000000000e+00
5.000000000000000000e+00,1.000000000000000000e+00,1.015112594832039195e+00,1.980110360700219063e+00,1.266596013249043029e+00,2.478730027699953098e+00,0.000000000000000000e+00
6.000000000000000000e+00,0.000000000000000000e+00,7.168284510951866348e-03,6.459386438008355130e-05,8.270102308560314114e-03,5.792519694023036430e-05,0.000000000000000000e+00
6.000000000000000000e+00,6.666666666666666574e-02,7.157064981291334956e-03,4.662916415390490961e-05,8.271300440676180102e-03,3.823602820068359385e-05,0.000000000000000000e+00
6.000000000000000000e+00,1.333333333333333315e-01,7.187992179809514319e-03,4.701567806046363528e-05,8.328468859721710818e-03,4.166607095704524967e-05,0.000000000000000000e+00
6.000000000000000000e+00,2.000000000000000111e-01,7.329936250602808907e-03,6.270577338211474124e-05,8.502947645530584131e-03,6.085188865827897308e-05,0.000000000000000000e+00
6.000000000000000000e+00,2.666666666666666630e-01,7.526609167621269372e-03,6.394660385562666249e-05,8.745374140782727693e-03,6.304385485561176685e-05,0.000000000000000000e+00
6.000000000000000000e+00,3.333333333333333148e-01,7.724772069987566499e-03,6.515246165973493828e-05,8.988138651159010076e-03,5.378696898327743549e-05,0.000000000000000000e+00
6.000000000000000000e+00,4.000000000000000222e-01,7.866739701814753211e-03,6.414238122366622480e-05,9.162278032505289521e-03,4.723292467470708114e-05,0.000000000000000000e+00
6.000000000000000000e+00,4.666666666666666741e-01,7.958037273757875146e-03,6.548744984854519232e-05,9.276322651735037506e-03,4.839081717176097928e-05,0.000000000000000000e+00
6.000000000000000000e+00,5.333333333333333259e-01,8.010428022884409638e-03,6.294774828892136457e-05,9.346822024684934074e-03,5.327455012740873390e-05,0.000000000000000000e+00
6.000000000000000000e+00,5.999999999999999778e-01,8.051468154130750690e-03,6.046304852554501238e-05,9.401757925870628599e-03,5.932812163760200748e-05,0.000000000000000000e+00
6.000000000000000000e+00,6.666666666666666297e-01,8.094764561827810789e-03,5.714061859096628378e-05,9.458231277172091805e-03,6.385350217366753101e-05,0.000000000000000000e+00
6.000000000000000000e+00,7.333333333333332815e-01,8.152520411430152006e-03,5.256237304296067377e-05,9.532850029888047597e-03,6.697018837669006482e-05,0.000000000000000000e+00
6.000000000000000000e+00,8.000000000000000444e-01,8.249427248789752837e-03,5.272331820392147419e-05,9.657547579356192194e-03,7.915095549390960598e-05,0.000000000000000000e+00
6.000000000000000000e+00,8.666666666666666963e-01,8.462058404733954417e-03,1.293040641497417598e-04,9.922817495122904924e-03,1.800769302331257872e-04,0.000000000000000000e+00
6.000000000000000000e+00,9.333333333333333481e-01,1.346328576705205574e-02,1.059104599912148031e-02,1.564788634905948939e-02,1.152277534227846498e-02,0.000000000000000000e+00
6.000000000000000000e+00,1.000000000000000000e+00,3.550594010336632911e-02,2.106488361632491771e-02,3.863698375392406181e-02,2.221160006293554368e-02,0.000000000000000000e+00
7.000000000000000000e+00,0.000000000000000000e+00,8.687612331995409401e-03,3.446624780323403027e-04,9.734257910827142507e-03,3.173311751337731129e-04,0.000000000000000000e+00
7.000000000000000000e+00,6.666666666666666574e-02,8.657197955057840261e-03,3.434169363608362865e-04,9.706469693189440431e-03,3.174278514513590799e-04,0.000000000000000000e+00
7.000000000000000000e+00,1.333333333333333315e-01,8.587603251732569762e-03,3.709892560284234597e-04,9.645854855471617736e-03,3.474597324257888502e-04,0.000000000000000000e+00
7.000000000000000000e+00,2.000000000000000111e-01,8.610002891688960797e-03,4.588760534930989908e-04,9.683940763623392206e-03,4.395642174185688069e-04,0.000000000000000000e+00
7.000000000000000000e+00,2.666666666666666630e-01,8.687945221077098337e-03,5.022477446577417641e-04,9.789548745640792513e-03,4.845122089961233442e-04,0.000000000000000000e+00
7.000000000000000000e+00,3.333333333333333148e-01,8.851965212016392123e-03,5.765797507433085807e-04,9.987386038927988444e-03,5.544727503144077996e-04,0.000000000000000000e+00
7.000000000000000000e+00,4.000000000000000222e-01,9.008481668611194662e-03,6.255859914793325625e-04,1.017291384802196039e-02,5.982550966786743000e-04,0.000000000000000000e+00
7.000000000000000000e+00,4.666666666666666741e-01,9.169971520644684335e-03,6.796538103556207201e-04,1.036042362952380516e-02,6.483447518265612105e-04,0.000000000000000000e+00
7.000000000000000000e+00,5.333333333333333259e-01,9.303574939204790548e-03,6.981098397872346865e-04,1.051750819781779346e-02,6.638901458380429103e-04,0.000000000000000000e+00
7.000000000000000000e+00,5.999999999999999778e-01,9.439754471033640765e-03,7.041090266045627001e-04,1.067645634177423475e-02,6.696625262853140616e-04,0.000000000000000000e+00
7.000000000000000000e+00,6.666666666666666297e-01,9.591596304151338639e-03,6.980237003826910607e-04,1.085152575186038547e-02,6.664098991107950077e-04,0.000000000000000000e+00
7.000000000000000000e+00,7.333333333333332815e-01,9.780958204655052640e-03,6.833617039160565796e-04,1.106521585091094738e-02,6.554691596481138430e-04,0.000000000000000000e+00
7.000000000000000000e+00,8.000000000000000444e-01,1.005346781057276165e-02,6.648712675883026828e-04,1.136823695369507288e-02,6.401149158018608907e-04,0.000000000000000000e+00
7.000000000000000000e+00,8.666666666666666963e-01,1.056119752699497504e-02,6.639405979768225885e-04,1.193238275437333122e-02,6.503530815427075893e-04,0.000000000000000000e+00
7.000000000000000000e+00,9.333333333333333481e-01,2.062058034742622614e-02,1.366465190718313405e-02,2.340977595236937159e-02,1.550962383500048558e-02,0.000000000000000000e+00
7.000000000000000000e+00,1.000000000000000000e+00,3.548239678150614251e-01,6.265851306493837036e-01,5.190724435009166360e-01,9.322844381006238912e-01,0.000000000000000000e+00
8.000000000000000000e+00,0.000000000000000000e+00,9.934835916158020475e-03,4.089521526486837024e-04,1.080082473874206285e-02,4.202494512612042744e-04,0.000000000000000000e+00
8.000000000000000000e+00,6.666666666666666574e-02,9.783376346851488381e-03,3.748055110394885319e-04,1.064593158514917301e-02,3.824458830085038013e-04,0.000000000000000000e+00
8.000000000000000000e+00,1.333333333333333315e-01,9.445014206974369775e-03,3.331348892234697184e-04,1.031583411928411499e-02,3.389605644870547223e-04,0.000000000000000000e+00
8.000000000000000000e+00,2.000000000000000111e-01,9.177027313075609635e-03,3.592332611019559549e-04,1.008533424191992989e-02,3.739026304363928270e-04,0.000000000000000000e+00
8.000000000000000000e+00,2.666666666666666630e-01,9.083884875523716429e-03,3.935078936997265533e-04,1.004201638465764858e-02,4.136889971682398536e-04,0.000000000000000000e+00
8.000000000000000000e+00,3.333333333333333148e-01,9.137869668062322329e-03,4.587632316328321084e-04,1.014365918357633921e-02,4.827870465764447791e-04,0.000000000000000000e+00
8.000000000000000000e+00,4.000000000000000222e-01,9.198609770478285291e-03,5.050022890301809203e-04,1.023682970615471741e-02,5.294163573531220296e-04,0.000000000000000000e+00
8.000000000000000000e+00,4.666666666666666741e-01,9.274930381077604175e-03,5.567395658074425621e-04,1.033343215685624331e-02,5.814792426978517047e-04,0.000000000000000000e+00
8.000000000000000000e+00,5.333333333333333259e-01,9.346270677320165504e-03,5.836358066322735539e-04,1.041766097629263921e-02,6.071567753482492264e-04,0.000000000000000000e+00
8.000000000000000000e+00,5.999999999999999778e-01,9.428484450486298435e-03,6.012502856776513532e-04,1.051184458924939689e-02,6.243434811036369320e-04,0.000000000000000000e+00
8.000000000000000000e+00,6.666666666666666297e-01,9.520169678931123328e-03,6.091756362242767070e-04,1.061866653559812544e-02,6.330307648944553120e-04,0.000000000000000000e+00
8.000000000000000000e+00,7.333333333333332815e-01,9.630156496834312366e-03,6.083079138811663686e-04,1.075010618980870754e-02,6.342924258694222512e-04,0.000000000000000000e+00
8.000000000000000000e+00,8.000000000000000444e-01,9.782561666526280730e-03,6.000272924775322579e-04,1.093454850032913976e-02,6.306326246268109973e-04,0.000000000000000000e+00
8.000000000000000000e+00,8.666666666666666963e-01,1.007837941285706640e-02,6.017577856003567590e-04,1.129095999513204593e-02,6.468461656904879887e-04,0.000000000000000000e+00
8.000000000000000000e+00,9.333333333333333481e-01,1.796421441632446020e-02,1.436221350296356704e-02,2.023205777651553017e-02,1.619762855787426625e-02,0.000000000000000000e+00
8.000000000000000000e+00,1.000000000000000000e+00,5.089877163825832218e-01,9.314144981870964290e-01,6.646726347277942537e-01,1.237615138793865421e+00,0.000000000000000000e+00
9.000000000000000000e+00,0.000000000000000000e+00,8.555354735550137549e-03,1.144766160553459982e-04,9.529111965801067424e-03,1.188114576396435317e-04,0.000000000000000000e+00
9.000000000000000000e+00,6.666666666666666574e-02,8.490342006698160804e-03,1.056473418480093860e-04,9.470949411378793217e-03,1.105699360715561017e-04,0.000000000000000000e+00
9.000000000000000000e+00,1.333333333333333315e-01,8.409471245390489139e-03,1.262003056458722774e-04,9.416785821984907656e-03,1.361779077328100819e-04,0.000000000000000000e+00
9.000000000000000000e+00,2.000000000000000111e-01,8.482915395215631649e-03,2.124041765393748287e-04,9.537251600159467324e-03,2.172421707831410248e-04,0.000000000000000000e+00
9.000000000000000000e+00,2.666666666666666630e-01,8.822829706525254015e-03,2.915660407757020896e-04,9.924969767360316414e-03,2.840803196919738254e-04,0.000000000000000000e+00
9.000000000000000000e+00,3.333333333333333148e-01,9.269368390836068422e-03,3.578144299326111864e-04,1.039686586079554068e-02,3.429403250445166589e-04,0.000000000000000000e+00
9.000000000000000000e+00,4.000000000000000222e-01,9.673852265241974363e-03,3.986609576325170754e-04,1.080522523720937357e-02,3.791598347212603803e-04,0.000000000000000000e+00
9.000000000000000000e+00,4.666666666666666741e-01,1.001466790696519706e-02,4.284798578026258078e-04,1.113775409417845468e-02,4.076263357688079026e-04,0.000000000000000000e+00
9.000000000000000000e+00,5.333333333333333259e-01,1.030918262153727658e-02,4.377487325583433154e-04,1.142317666106812402e-02,4.173295533494131401e-04,0.000000000000000000e+00
9.000000000000000000e+00,5.999999999999999778e-01,1.054883732241695959e-02,4.380617317016655176e-04,1.165938494526032668e-02,4.189605893005410504e-04,0.000000000000000000e+00
9.000000000000000000e+00,6.666666666666666297e-01,1.075033795079904757e-02,4.308625002909263714e-04,1.186507097207055092e-02,4.136039171961519451e-04,0.000000000000000000e+00
9.000000000000000000e+00,7.333333333333332815e-01,1.094766627347063329e-02,4.161790234203589962e-04,1.207287220419215809e-02,4.011422200758349996e-04,0.000000000000000000e+00
9.000000000000000000e+00,8.000000000000000444e-01,1.120686106948308794e-02,3.984930094442068992e-04,1.234406434556994080e-02,3.875362489913713147e-04,0.000000000000000000e+00
9.000000000000000000e+00,8.666666666666666963e-01,1.168999364169916351e-02,4.300292548226302401e-04,1.284780307164035129e-02,4.366247470806536735e-04,0.000000000000000000e+00
9.000000000000000000e+00,9.333333333333333481e-01,1.485862919250012168e-02,4.800544298640635130e-03,1.685208524548739012e-02,6.277087594959221417e-03,0.000000000000000000e+00
9.000000000000000000e+00,1.000000000000000000e+00,4.918755839081285358e-02,1.310313994203155669e-02,5.361448120755300112e-02,1.306349488860690349e-02,0.000000000000000000e+00
1.000000000000000000e+01,0.000000000000000000e+00,1.522021030428605780e-02,5.128623934373817373e-04,1.738302148117708973e-02,4.694075647279759983e-04,0.000000000000000000e+00
1.000000000000000000e+01,6.666666666666666574e-02,1.512484026275837112e-02,4.857112156545432668e-04,1.731679869304593097e-02,4.526113777247683543e-04,0.000000000000000000e+00
1.000000000000000000e+01,1.333333333333333315e-01,1.489861302701892508e-02,4.566671129438682440e-04,1.715934064359494679e-02,4.538109209742835102e-04,0.000000000000000000e+00
1.000000000000000000e+01,2.000000000000000111e-01,1.475078291961740527e-02,4.886301806292112299e-04,1.709231544154890536e-02,5.242479120863843215e-04,0.000000000000000000e+00
1.000000000000000000e+01,2.666666666666666630e-01,1.474657374855859425e-02,5.305588640949320933e-04,1.714341027877415088e-02,5.795802701190057261e-04,0.000000000000000000e+00
