idx,c,mean_error,std_dev_mean_error,rms_error,std_dev_rms_error,success_rate
0.000000000000000000e+00,5.000000000000000278e-02,4.440021283648095535e-02,1.001936463191175145e-02,4.712226481283625368e-02,1.053536308245788325e-02,1.000000000000000000e+00
0.000000000000000000e+00,6.133333333333333692e-02,2.883057612613548759e-02,6.674510902336614100e-03,3.057064469614808114e-02,6.642403257655987540e-03,1.000000000000000000e+00
0.000000000000000000e+00,7.266666666666667107e-02,2.567772673792069124e-02,5.621587350419282071e-03,2.727767334458088694e-02,5.519445562921099918e-03,1.000000000000000000e+00
0.000000000000000000e+00,8.399999999999999134e-02,2.517897346450833490e-02,5.516696482606887365e-03,2.676609870872161817e-02,5.420234539606441464e-03,1.000000000000000000e+00
0.000000000000000000e+00,9.533333333333332549e-02,2.520092032229697201e-02,5.559361894288563852e-03,2.679098949618701278e-02,5.473743338893225646e-03,1.000000000000000000e+00
0.000000000000000000e+00,1.066666666666666596e-01,2.530775371077377198e-02,5.602859400897525211e-03,2.690057022769663450e-02,5.514121055206939147e-03,1.000000000000000000e+00
0.000000000000000000e+00,1.179999999999999938e-01,2.543414851487273490e-02,5.722765778944942719e-03,2.703658138104130318e-02,5.633702236381294727e-03,1.000000000000000000e+00
0.000000000000000000e+00,1.293333333333333279e-01,2.552433810607796644e-02,5.970597829194423424e-03,2.713241864771407524e-02,5.900180806606186885e-03,1.000000000000000000e+00
0.000000000000000000e+00,1.406666666666666621e-01,2.563168605542640033e-02,6.286505363165132906e-03,2.724310254118459534e-02,6.252931918556907387e-03,1.000000000000000000e+00
0.000000000000000000e+00,1.519999999999999962e-01,2.578610914124627659e-02,6.630174804307702001e-03,2.740871299449019680e-02,6.635150105151934284e-03,1.000000000000000000e+00
0.000000000000000000e+00,1.633333333333333304e-01,2.598727211848326710e-02,6.999851110596267030e-03,2.759065536483142414e-02,7.073673979996014834e-03,1.000000000000000000e+00
0.000000000000000000e+00,1.746666666666666645e-01,2.633472542930130264e-02,7.305516012402292481e-03,2.792700053422927930e-02,7.449158309065605568e-03,1.000000000000000000e+00
0.000000000000000000e+00,1.859999999999999987e-01,2.668448565315958282e-02,7.656204566803597768e-03,2.828603471033052166e-02,7.852624767693988997e-03,1.000000000000000000e+00
0.000000000000000000e+00,1.973333333333333051e-01,2.703663313111217062e-02,8.042052741846383856e-03,2.865665228650361371e-02,8.287021458024467629e-03,1.000000000000000000e+00
0.000000000000000000e+00,2.086666666666666670e-01,2.739935474701742785e-02,8.458187658041188203e-03,2.904623878224499994e-02,8.754493126934052155e-03,1.000000000000000000e+00
0.000000000000000000e+00,2.200000000000000011e-01,2.788172228118702273e-02,8.869050691306480660e-03,2.961176397158960666e-02,9.207497445463862229e-03,1.000000000000000000e+00
1.000000000000000000e+00,5.000000000000000278e-02,4.383236922461090229e-02,1.606893546489590249e-02,4.674731230416940414e-02,1.689253314195921646e-02,1.000000000000000000e+00
1.000000000000000000e+00,6.133333333333333692e-02,2.948211511954211897e-02,8.824200044202619789e-03,3.138663384140376322e-02,8.471368029668991176e-03,1.000000000000000000e+00
1.000000000000000000e+00,7.266666666666667107e-02,2.667359149392608056e-02,7.186904678182688862e-03,2.851903281284264707e-02,6.723683461231945262e-03,1.000000000000000000e+00
1.000000000000000000e+00,8.399999999999999134e-02,2.624308799979789900e-02,6.869023833797532896e-03,2.808379467427319504e-02,6.389255762948663382e-03,1.000000000000000000e+00
1.000000000000000000e+00,9.533333333333332549e-02,2.625720307208790835e-02,6.694208477035138057e-03,2.808878560584264841e-02,6.203353943096139370e-03,1.000000000000000000e+00
1.000000000000000000e+00,1.066666666666666596e-01,2.633939633856101012e-02,6.415989458909498490e-03,2.812389521259348740e-02,5.961905367913802704e-03,1.000000000000000000e+00
1.000000000000000000e+00,1.179999999999999938e-01,2.675827916423223485e-02,5.775521253390122726e-03,2.847769559181307503e-02,5.408499069791511751e-03,1.000000000000000000e+00
1.000000000000000000e+00,1.293333333333333279e-01,2.715052285710474814e-02,5.370232775071670864e-03,2.883108411483143937e-02,5.045426283857836966e-03,1.000000000000000000e+00
1.000000000000000000e+00,1.406666666666666621e-01,2.750613219412320620e-02,5.270602744004079798e-03,2.917149986384929422e-02,4.970625937555916800e-03,1.000000000000000000e+00
1.000000000000000000e+00,1.519999999999999962e-01,2.785389527343855656e-02,5.373564705734173302e-03,2.952303093600966433e-02,5.096533168342074968e-03,1.000000000000000000e+00
1.000000000000000000e+00,1.633333333333333304e-01,2.812016326752913090e-02,5.702813390548712447e-03,2.980323572687474873e-02,5.450232597745833900e-03,1.000000000000000000e+00
1.000000000000000000e+00,1.746666666666666645e-01,2.852379178049305186e-02,5.863702458181285597e-03,3.020878453853687723e-02,5.664445654142887150e-03,1.000000000000000000e+00
1.000000000000000000e+00,1.859999999999999987e-01,2.890384782169279701e-02,6.083369447961219263e-03,3.060057586922557832e-02,5.920915558180949931e-03,1.000000000000000000e+00
1.000000000000000000e+00,1.973333333333333051e-01,2.925220024287911169e-02,6.361658204999546921e-03,3.096799795772440383e-02,6.223131870073850443e-03,1.000000000000000000e+00
1.000000000000000000e+00,2.086666666666666670e-01,2.958844117883345157e-02,6.676932615122253487e-03,3.133042190921368070e-02,6.554432679914596639e-03,1.000000000000000000e+00
1.000000000000000000e+00,2.200000000000000011e-01,3.106908040989807968e-02,6.280872561584806280e-03,3.334723557468563526e-02,6.459891050090455812e-03,1.000000000000000000e+00
