idx,c,mean_error,std_dev_mean_error,rms_error,std_dev_rms_error,success_rate
0.000000000000000000e+00,5.000000000000000278e-02,1.920574252727296274e-02,3.428309943755014719e-03,2.099187927402788173e-02,3.107264194673110737e-03,1.000000000000000000e+00
0.000000000000000000e+00,6.133333333333333692e-02,1.551882473687589067e-02,2.266535936834305522e-03,1.749868760991487443e-02,1.871310980222257473e-03,1.000000000000000000e+00
0.000000000000000000e+00,7.266666666666667107e-02,1.474882925664739407e-02,1.924232924795501141e-03,1.672130019255500116e-02,1.564689958247451841e-03,1.000000000000000000e+00
0.000000000000000000e+00,8.399999999999999134e-02,1.466622130359620559e-02,1.909158633630297528e-03,1.662010341901670393e-02,1.569384576111588180e-03,1.000000000000000000e+00
0.000000000000000000e+00,9.533333333333332549e-02,1.468764592543523109e-02,1.931477175233143988e-03,1.661371624759534413e-02,1.596212115436083066e-03,1.000000000000000000e+00
0.000000000000000000e+00,1.066666666666666596e-01,1.471893701351049619e-02,1.960026509946269369e-03,1.657501395220218471e-02,1.661625985624111315e-03,1.000000000000000000e+00
0.000000000000000000e+00,1.179999999999999938e-01,1.478478692352698173e-02,1.950829246204228290e-03,1.659115994431122759e-02,1.689231005313696120e-03,1.000000000000000000e+00
0.000000000000000000e+00,1.293333333333333279e-01,1.485930294877766886e-02,1.944104850177640629e-03,1.663899908842402312e-02,1.693632588815411830e-03,1.000000000000000000e+00
0.000000000000000000e+00,1.406666666666666621e-01,1.493882635356054943e-02,1.954258467756232569e-03,1.670534740391100420e-02,1.701404055197687027e-03,1.000000000000000000e+00
0.000000000000000000e+00,1.519999999999999962e-01,1.502347212013896774e-02,1.985748835788199353e-03,1.678503613776560766e-02,1.725127361671296988e-03,1.000000000000000000e+00
0.000000000000000000e+00,1.633333333333333304e-01,1.506802036831399530e-02,2.072727094152851651e-03,1.679427061311724798e-02,1.827799914398835256e-03,1.000000000000000000e+00
0.000000000000000000e+00,1.746666666666666645e-01,1.516311883590950108e-02,2.148830991587336991e-03,1.686996812450825695e-02,1.921840840052993060e-03,1.000000000000000000e+00
0.000000000000000000e+00,1.859999999999999987e-01,1.527541133618171877e-02,2.232415773640447458e-03,1.697828345988679211e-02,2.011611510678485999e-03,1.000000000000000000e+00
0.000000000000000000e+00,1.973333333333333051e-01,1.539859775582310374e-02,2.328573398204988529e-03,1.710614497348893551e-02,2.108453845683862498e-03,1.000000000000000000e+00
0.000000000000000000e+00,2.086666666666666670e-01,1.554157372774772963e-02,2.431991682919618959e-03,1.726235223108926395e-02,2.207968862661703613e-03,1.000000000000000000e+00
0.000000000000000000e+00,2.200000000000000011e-01,1.576203569084046532e-02,2.513832429037162700e-03,1.751800246734848063e-02,2.272760811209049991e-03,1.000000000000000000e+00
1.000000000000000000e+00,5.000000000000000278e-02,2.121793882588222935e-02,3.272018992809105995e-03,2.330257221470895951e-02,2.958338469078765440e-03,1.000000000000000000e+00
1.000000000000000000e+00,6.133333333333333692e-02,1.839185774792212458e-02,1.863328398731280014e-03,2.062944381329036292e-02,1.575077075529043771e-03,1.000000000000000000e+00
1.000000000000000000e+00,7.266666666666667107e-02,1.768923574717130159e-02,1.593572074016827737e-03,1.999494632901682722e-02,1.397682737124613436e-03,1.000000000000000000e+00
1.000000000000000000e+00,8.399999999999999134e-02,1.755872844998808066e-02,1.579818160428025876e-03,1.988023798296470815e-02,1.408362293024727121e-03,1.000000000000000000e+00
1.000000000000000000e+00,9.533333333333332549e-02,1.749872840891639192e-02,1.539135734600330504e-03,1.982140892484940409e-02,1.380633568338468769e-03,1.000000000000000000e+00
1.000000000000000000e+00,1.066666666666666596e-01,1.736573464870639488e-02,1.535789459713435582e-03,1.967533851201373057e-02,1.372111705388953922e-03,1.000000000000000000e+00
1.000000000000000000e+00,1.179999999999999938e-01,1.733694762891506078e-02,1.503047098290510039e-03,1.963435317354580989e-02,1.364140773363771908e-03,1.000000000000000000e+00
1.000000000000000000e+00,1.293333333333333279e-01,1.737053942812546645e-02,1.430134790889377866e-03,1.965663602134499685e-02,1.322531485939095223e-03,1.000000000000000000e+00
1.000000000000000000e+00,1.406666666666666621e-01,1.743591611094566854e-02,1.361944944179451986e-03,1.971143027372677242e-02,1.280800988236958319e-03,1.000000000000000000e+00
1.000000000000000000e+00,1.519999999999999962e-01,1.751695070341294930e-02,1.320066319624047229e-03,1.978489671897043153e-02,1.254352506472475965e-03,1.000000000000000000e+00
1.000000000000000000e+00,1.633333333333333304e-01,1.752233744857321918e-02,1.380182730283476033e-03,1.977657596216769037e-02,1.315748490871053271e-03,1.000000000000000000e+00
1.000000000000000000e+00,1.746666666666666645e-01,1.759194970095756538e-02,1.429691319248204123e-03,1.983435041871745713e-02,1.372647633848232858e-03,1.000000000000000000e+00
1.000000000000000000e+00,1.859999999999999987e-01,1.768975313323287862e-02,1.470079185644324353e-03,1.992573953207598184e-02,1.412442286685358477e-03,1.000000000000000000e+00
1.000000000000000000e+00,1.973333333333333051e-01,1.780218173200024886e-02,1.514491928776008764e-03,2.003538145399430537e-02,1.449051343290959056e-03,1.000000000000000000e+00
1.000000000000000000e+00,2.086666666666666670e-01,1.793816210145428997e-02,1.556461582164271303e-03,2.017154689268996215e-02,1.478127327957879907e-03,1.000000000000000000e+00
1.000000000000000000e+00,2.200000000000000011e-01,1.817855504695681940e-02,1.532586683729534639e-03,2.043368974201328903e-02,1.421507583245973892e-03,1.000000000000000000e+00
