idx,c,mean_error,std_dev_mean_error,rms_error,std_dev_rms_error
9.000000000000000000e+00,8.666666666666666963e-01,3.713633099044832270e-02,7.326948617551689268e-03,4.151029236921516957e-02,8.167408244985598781e-03
9.000000000000000000e+00,9.333333333333333481e-01,3.441211919507020101e-02,6.846777169790698933e-03,3.841007977703827375e-02,7.516976536382774000e-03
9.000000000000000000e+00,1.000000000000000000e+00,3.128063447066665309e-02,5.545581212120058445e-03,3.502487066981047753e-02,6.118203122190050622e-03
1.000000000000000000e+01,0.000000000000000000e+00,1.104795506001959998e-01,3.124198047621606911e-02,1.210623422954523326e-01,3.322434064388548464e-02
1.000000000000000000e+01,6.666666666666666574e-02,1.319103323575628595e-01,3.493203957811983479e-02,1.434281242699872172e-01,3.675459535786242821e-02
1.000000000000000000e+01,1.333333333333333315e-01,1.386184881605173336e-01,3.094465497540158094e-02,1.506118367853001294e-01,3.237825871409153594e-02
1.000000000000000000e+01,2.000000000000000111e-01,1.316767822984434289e-01,2.574559171055533155e-02,1.433666428381322744e-01,2.683044711538719665e-02
1.000000000000000000e+01,2.666666666666666630e-01,1.160905381809839015e-01,2.087708078321660887e-02,1.268889842840602578e-01,2.201999864412676131e-02
1.000000000000000000e+01,3.333333333333333148e-01,9.965261946823032735e-02,2.130454991781093044e-02,1.090621840074563337e-01,2.247473353378810768e-02
1.000000000000000000e+01,4.000000000000000222e-01,8.414410617163600725e-02,1.962581667463831128e-02,9.268273005813219834e-02,2.105660993000843875e-02
1.000000000000000000e+01,4.666666666666666741e-01,7.195354313432207605e-02,1.526025918193512146e-02,7.949539263625279850e-02,1.641834280073083477e-02
1.000000000000000000e+01,5.333333333333333259e-01,6.261551634643884590e-02,1.329165419429779484e-02,6.910295772849989193e-02,1.431337830882685111e-02
1.000000000000000000e+01,5.999999999999999778e-01,5.475257631999552038e-02,1.137960960613406021e-02,6.085006759348701721e-02,1.228302591444307978e-02
1.000000000000000000e+01,6.666666666666666297e-01,4.870419025195232843e-02,9.799352045987017035e-03,5.425349986566609800e-02,1.061039928844973584e-02
1.000000000000000000e+01,7.333333333333332815e-01,4.379979194128018338e-02,8.411723161700782395e-03,4.882833486258746081e-02,9.190123027229532560e-03
1.000000000000000000e+01,8.000000000000000444e-01,4.008578077690999608e-02,7.465297230501579707e-03,4.474847575995613558e-02,8.079240626112066392e-03
1.000000000000000000e+01,8.666666666666666963e-01,3.693145040037947024e-02,6.580787012372166928e-03,4.140387966141161058e-02,7.097275184599636036e-03
1.000000000000000000e+01,9.333333333333333481e-01,3.461429010487720309e-02,6.552519959365564126e-03,3.867834412302473268e-02,6.966621603368911356e-03
1.000000000000000000e+01,1.000000000000000000e+00,3.228712291509016480e-02,5.400333790447030095e-03,3.619085511118960707e-02,5.945567955222892664e-03
1.100000000000000000e+01,0.000000000000000000e+00,1.092278568394167565e-01,2.994696216029368169e-02,1.194011772989484743e-01,3.191179526980175707e-02
1.100000000000000000e+01,6.666666666666666574e-02,1.303305251731514403e-01,3.441895142812406716e-02,1.423930819862413155e-01,3.728320767853244427e-02
1.100000000000000000e+01,1.333333333333333315e-01,1.370700646274077561e-01,3.041020827794997314e-02,1.495780607473905788e-01,3.299496235647346454e-02
1.100000000000000000e+01,2.000000000000000111e-01,1.299709974866283257e-01,2.517050238086284905e-02,1.419455921097918794e-01,2.717523889433857281e-02
1.100000000000000000e+01,2.666666666666666630e-01,1.156731874779156066e-01,2.152059948142117859e-02,1.262806710340531047e-01,2.251155219507145269e-02
1.100000000000000000e+01,3.333333333333333148e-01,9.990220942407920801e-02,2.017606714165505119e-02,1.091743363825097290e-01,2.168489435109987457e-02
1.100000000000000000e+01,4.000000000000000222e-01,8.533565511814608651e-02,2.148926091886548678e-02,9.378876791145673852e-02,2.272931695477416539e-02
1.100000000000000000e+01,4.666666666666666741e-01,7.254676130027290504e-02,1.636079970692750837e-02,7.998085617578182260e-02,1.756805340472408425e-02
1.100000000000000000e+01,5.333333333333333259e-01,6.287189509409557564e-02,1.434590400800498169e-02,6.960832839904650127e-02,1.534090239993538690e-02
1.100000000000000000e+01,5.999999999999999778e-01,5.539467305070519543e-02,1.168123546609284129e-02,6.136382386925758048e-02,1.258899812589822295e-02
1.100000000000000000e+01,6.666666666666666297e-01,4.928828635127451702e-02,1.007436093358225933e-02,5.472473037104800403e-02,1.087367792394310605e-02
1.100000000000000000e+01,7.333333333333332815e-01,4.441030125830266323e-02,8.802591089238753774e-03,4.941317860158803144e-02,9.509303763825676520e-03
1.100000000000000000e+01,8.000000000000000444e-01,4.024011078986297618e-02,7.853933328649285311e-03,4.496327628769000023e-02,8.590418571058586542e-03
1.100000000000000000e+01,8.666666666666666963e-01,3.746176755775695172e-02,7.355762927719484631e-03,4.209816603643331406e-02,7.906972192989268622e-03
1.100000000000000000e+01,9.333333333333333481e-01,3.427029313484149242e-02,5.680084355080688117e-03,3.841380776091460336e-02,6.100188431220394773e-03
1.100000000000000000e+01,1.000000000000000000e+00,3.220209163904941274e-02,5.791214982823716766e-03,3.632605715381285322e-02,6.390132358051319253e-03
