idx,c,mean_error,std_dev_mean_error,rms_error,std_dev_rms_error
7.000000000000000000e+00,0.000000000000000000e+00,2.319924990178050782e-03,3.203251835138831737e-04,9.200578433941689060e-03,2.559832061437814204e-03
7.000000000000000000e+00,6.666666666666666574e-02,2.319883679879672540e-03,3.203237509655614533e-04,9.200518849810266839e-03,2.559814249437678511e-03
7.000000000000000000e+00,1.333333333333333315e-01,2.319871808940266594e-03,3.203232983681692176e-04,9.200502292499473586e-03,2.559808584413509995e-03
7.000000000000000000e+00,2.000000000000000111e-01,2.319879668045463084e-03,3.203233392026259103e-04,9.200513216627931312e-03,2.559810574918859518e-03
7.000000000000000000e+00,2.666666666666666630e-01,2.319904256587035710e-03,3.203239586512466176e-04,9.200547801143557636e-03,2.559819798901538310e-03
7.000000000000000000e+00,3.333333333333333148e-01,2.319944994347018785e-03,3.203254265569354916e-04,9.200606585716064253e-03,2.559837130644574722e-03
7.000000000000000000e+00,4.000000000000000222e-01,2.320001795994228785e-03,3.203279945194318929e-04,9.200690897844239144e-03,2.559863444645734190e-03
7.000000000000000000e+00,4.666666666666666741e-01,2.320074245992053644e-03,3.203318107878771375e-04,9.200801215551734219e-03,2.559899115296293808e-03
7.000000000000000000e+00,5.333333333333333259e-01,2.320161473739466330e-03,3.203369118314768646e-04,9.200936878587483853e-03,2.559943976831385599e-03
7.000000000000000000e+00,5.999999999999999778e-01,2.320262340285082683e-03,3.203432521607811937e-04,9.201096442828730904e-03,2.559997492831434136e-03
7.000000000000000000e+00,6.666666666666666297e-01,2.320375663057013330e-03,3.203507420938293739e-04,9.201278144701011824e-03,2.560058959343513088e-03
7.000000000000000000e+00,7.333333333333332815e-01,2.320500367511781504e-03,3.203592776587099213e-04,9.201480242369219908e-03,2.560127657271480880e-03
7.000000000000000000e+00,8.000000000000000444e-01,2.320635555853367386e-03,3.203687589396635757e-04,9.201701198384639943e-03,2.560202938571529228e-03
7.000000000000000000e+00,8.666666666666666963e-01,2.320780518783042718e-03,3.203790989888941521e-04,9.201939744712521810e-03,2.560284261355533914e-03
7.000000000000000000e+00,9.333333333333333481e-01,2.320934717732046296e-03,3.203902267151135749e-04,9.202194880216436543e-03,2.560371194281227478e-03
7.000000000000000000e+00,1.000000000000000000e+00,2.321097756364389354e-03,3.204020865312832912e-04,9.202465837310904589e-03,2.560463405902289012e-03
8.000000000000000000e+00,0.000000000000000000e+00,1.784025012835604171e-03,1.866908236611896710e-04,7.016951188761929269e-03,1.943113791303021590e-03
8.000000000000000000e+00,6.666666666666666574e-02,1.783989924679685833e-03,1.866902575031806333e-04,7.016903647483807571e-03,1.943101168833020077e-03
8.000000000000000000e+00,1.333333333333333315e-01,1.783979411317981835e-03,1.866900848409710437e-04,7.016890375929358409e-03,1.943097153771668542e-03
8.000000000000000000e+00,2.000000000000000111e-01,1.783985228604146982e-03,1.866900579234662518e-04,7.016898963348264587e-03,1.943098546105971733e-03
8.000000000000000000e+00,2.666666666666666630e-01,1.784004852490491235e-03,1.866902535314085847e-04,7.016926417217225764e-03,1.943105066617219429e-03
8.000000000000000000e+00,3.333333333333333148e-01,1.784037765041596299e-03,1.866908566402206897e-04,7.016973239989234348e-03,1.943117364765797493e-03
8.000000000000000000e+00,4.000000000000000222e-01,1.784083808088136880e-03,1.866920407801195096e-04,7.017040553114081008e-03,1.943136085411934074e-03
8.000000000000000000e+00,4.666666666666666741e-01,1.784142506398464674e-03,1.866939152251410178e-04,7.017128782908560111e-03,1.943161508378911991e-03
8.000000000000000000e+00,5.333333333333333259e-01,1.784212986933433063e-03,1.866965186152301363e-04,7.017237430849740387e-03,1.943193519740821088e-03
8.000000000000000000e+00,5.999999999999999778e-01,1.784294158118308882e-03,1.866998365834536848e-04,7.017365360842176686e-03,1.943231734553342105e-03
8.000000000000000000e+00,6.666666666666666297e-01,1.784384915947483628e-03,1.867038248008796452e-04,7.017511174827390126e-03,1.943275644216217865e-03
8.000000000000000000e+00,7.333333333333332815e-01,1.784484281483929725e-03,1.867084275585272676e-04,7.017673488775394604e-03,1.943324727386643502e-03
8.000000000000000000e+00,8.000000000000000444e-01,1.784591461654093294e-03,1.867135894363891287e-04,7.017851080459597615e-03,1.943378513073630619e-03
8.000000000000000000e+00,8.666666666666666963e-01,1.784705856688747648e-03,1.867192612238540567e-04,7.018042941974206479e-03,1.943436606717336302e-03
8.000000000000000000e+00,9.333333333333333481e-01,1.784827039098897629e-03,1.867254021048436697e-04,7.018248277457742046e-03,1.943498693938700006e-03
8.000000000000000000e+00,1.000000000000000000e+00,1.784954721638302771e-03,1.867319797820115028e-04,7.018466475779912110e-03,1.943564533282070902e-03
9.000000000000000000e+00,0.000000000000000000e+00,1.680526634837535083e-03,1.557874918521865608e-04,6.520544976693181706e-03,1.749556732874207919e-03
9.000000000000000000e+00,6.666666666666666574e-02,1.680522445280830269e-03,1.557869139153072991e-04,6.520502226947222368e-03,1.749544932490344068e-03
