idx,c,mean_error,std_dev_mean_error,rms_error,std_dev_rms_error,success_rate
3.000000000000000000e+00,8.399999999999999134e-02,1.619395582640617212e-02,1.193246222071785894e-03,2.025712415554052973e-02,1.854654917612442479e-03,1.000000000000000000e+00
3.000000000000000000e+00,1.519999999999999962e-01,1.636803267159518682e-02,1.222666034302150387e-03,2.044434038062311124e-02,1.862933869518803741e-03,1.000000000000000000e+00
3.000000000000000000e+00,1.179999999999999938e-01,1.657986018388835775e-02,1.248701199562558600e-03,2.063627765102128003e-02,1.871632713937504628e-03,1.000000000000000000e+00
3.000000000000000000e+00,1.066666666666666596e-01,1.678326382657458968e-02,1.272708227449786001e-03,2.085367036518026920e-02,1.896255741278194762e-03,1.000000000000000000e+00
3.000000000000000000e+00,1.633333333333333304e-01,1.700621238646305919e-02,1.317240824804820484e-03,2.104797007925887295e-02,1.957343101348785978e-03,1.000000000000000000e+00
3.000000000000000000e+00,6.133333333333333692e-02,1.725144526226139036e-02,1.421053011787701487e-03,2.131741140701677931e-02,2.033392754942663690e-03,1.000000000000000000e+00
3.000000000000000000e+00,9.533333333333332549e-02,1.756242668952018651e-02,1.676204337720924292e-03,2.160668520439515752e-02,2.222623179999630178e-03,1.000000000000000000e+00
3.000000000000000000e+00,1.746666666666666645e-01,1.799776804231558239e-02,2.304225639438325663e-03,2.208505191359077732e-02,2.871528021453169030e-03,1.000000000000000000e+00
3.000000000000000000e+00,1.859999999999999987e-01,1.836399119193429103e-02,2.634794603466866520e-03,2.242277083286347769e-02,3.127214003588138155e-03,1.000000000000000000e+00
3.000000000000000000e+00,1.973333333333333051e-01,1.893156710693855507e-02,3.471819382364007330e-03,2.295583239935538797e-02,3.841929270561078320e-03,1.000000000000000000e+00
3.000000000000000000e+00,2.086666666666666670e-01,1.963445536544580067e-02,4.457534793646989249e-03,2.397988212207161768e-02,5.936702549825041697e-03,1.000000000000000000e+00
3.000000000000000000e+00,2.200000000000000011e-01,1.908435010977030041e-02,6.874516730279121857e-02,2.304228101753875990e-02,2.002849167045896335e-03,1.000000000000000000e+00
